año;rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;entrada_salida;cantidad_toneladas; declaración_estimación ;tratamiento_nivel_3;id_tratamiento_nivel_3;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;subcapitulo_ler;nombre_ler;ler_codigo;id_vu_trazabilidad;nombre_establecimiento_trazabilidad;razon_social_trazabilidad;comuna_trazabilidad;id_comuna_trazabilidad;region_trazabilidad;
2022;Generador Municipal;4085312;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;I MUNICIPALIDAD SAN JOAQUIN;69254600-8;Actividades de la administración pública en general;-33,47917671;-70,64153152;13129;San Joaquín;San Joaquín;Metropolitana de Santiago;Otras actividades;2;57,436;declaración;Reciclaje de plásticos;18;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;Plásticos;5468895;RECIPET SA;RECIPET S A;Santiago;13101;Metropolitana de Santiago;
2022;Generador Municipal;4085312;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;I MUNICIPALIDAD SAN JOAQUIN;69254600-8;Actividades de la administración pública en general;-33,47917671;-70,64153152;13129;San Joaquín;San Joaquín;Metropolitana de Santiago;Otras actividades;2;364,495;declaración;Reciclaje de vidrio;19;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 02 | Vidrio;Residuos de la extracción de minerales no metálicos;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;13102;Metropolitana de Santiago;
2022;Generador Municipal;4085312;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;I MUNICIPALIDAD SAN JOAQUIN;69254600-8;Actividades de la administración pública en general;-33,47917671;-70,64153152;13129;San Joaquín;San Joaquín;Metropolitana de Santiago;Otras actividades;2;197,903;declaración;Reciclaje de vidrio;19;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 02 | Vidrio;Residuos de la extracción de minerales no metálicos;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;13604;Metropolitana de Santiago;
2022;Generador Municipal;4085312;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;I MUNICIPALIDAD SAN JOAQUIN;69254600-8;Actividades de la administración pública en general;-33,47917671;-70,64153152;13129;San Joaquín;San Joaquín;Metropolitana de Santiago;Otras actividades;2;47101;declaración;Relleno sanitario;11;null;3;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601;Metropolitana de Santiago;
2022;Generador Municipal;3258677;ILUSTRE MUNICIPALIDAD DE PORVENIR;I.MUNICIPALIDAD DE PORVENIR;69250300-7;Actividades de la administración pública en general;-53,2951848;-70,36960324;12301;Porvenir;Porvenir;Magallanes y de la Antártica Chilena;Otras actividades;2;5250,364;declaración;Basural;30;null;3;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;3258677;ILUSTRE MUNICIPALIDAD DE PORVENIR;I.MUNICIPALIDAD DE PORVENIR;Porvenir;12301;Magallanes y de la Antártica Chilena;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;17,888;declaración;Pretratamiento de aceites y grasas comestibles;40;null;35;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 25 | Aceites y grasas comestibles;Residuos procedentes del almacenamiento y preparación de combustible de centrales termoeléctricas de carbón;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;Lampa;13302;Metropolitana de Santiago;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;1,721;declaración;Reciclaje de Aparatos eléctricos y electrónicos;76;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 36 | Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;5452076;MIDAS CHILE;METALURGICA Y MECANICAS MIDAS LIMITADA;Lampa;13302;Metropolitana de Santiago;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;7,126;declaración;Reciclaje de metales;20;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales;Metales;5467254;METALES Y ALUMINIOS SA RENCA;METALES Y ALUMINIOS S.A.;Renca;13128;Metropolitana de Santiago;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;147,936;declaración;Reciclaje de papel, cartón y productos de papel;16;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;Residuos de la extracción de minerales metálicos;5459117;SOREPA CARLOS VALDOVINOS;SOC RECUPERADORA DE PAPEL SPA;San Joaquín;13129;Metropolitana de Santiago;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;13,293;declaración;Reciclaje de papel, cartón y productos de papel;16;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;Residuos de la extracción de minerales metálicos;5461854;SOREPA VIÑA DEL MAR;SOC RECUPERADORA DE PAPEL SPA;Viña del Mar;5109;Valparaíso;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;15,435;declaración;Reciclaje de plásticos;18;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;Plásticos;5460689;GREENPLAST S.A.;GREENPLAST SA;Lampa;13302;Metropolitana de Santiago;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;63,698;declaración;Reciclaje de plásticos;18;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;Plásticos;5468895;RECIPET SA;RECIPET S A;Santiago;13101;Metropolitana de Santiago;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;348,048;declaración;Reciclaje de vidrio;19;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 02 | Vidrio;Residuos de la extracción de minerales no metálicos;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;13604;Metropolitana de Santiago;
2022;Generador Municipal;4053451;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;69071800-6;Actividades de la administración pública en general;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;Otras actividades;2;36569,7;declaración;Relleno sanitario;11;null;3;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;13119;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;232870,53;declaración;Eliminación;1;null;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S.A.;Tiltil;13303;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;1,78;declaración;Preparación para reutilización;7;null;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 25 | Aceites y grasas comestibles;Residuos procedentes del almacenamiento y preparación de combustible de centrales termoeléctricas de carbón;null;CONSTRUCTORA DAVID ALEJANDRO LIPAN ELGUETA E.I.R.L.;CONSTRUCTORA DAVID ALEJANDRO LIPAN ELGUETA E.I.R.L.;Puente Alto;13201;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;19,637;declaración;Preparación para reutilización;7;null;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;null;CONSTRUCTORA DAVID ALEJANDRO LIPAN ELGUETA E.I.R.L.;CONSTRUCTORA DAVID ALEJANDRO LIPAN ELGUETA E.I.R.L.;Puente Alto;13201;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;768,887;declaración;Pretratamiento de madera que no contiene sustancias peligrosas;43;null;35;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);20 02 01 | Residuos biodegradables;Residuos de la extracción de minerales metálicos;5461523;RECUPAC SUCURSAL PINTANA;RECUPAC S.A.;La Pintana;13112;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;1249,8;declaración;Pretratamiento de madera que no contiene sustancias peligrosas;43;null;35;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;5461523;RECUPAC SUCURSAL PINTANA;RECUPAC S.A.;La Pintana;13112;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;2,91;declaración;Pretratamiento de papel, cartón y productos de papel;36;null;35;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 99 | Otras fracciones no especificadas en otra categoría;Residuos no especificados en otra categoría;5461522;RECUPAC SUCURSAL CERRILLOS;RECUPAC S.A.;Cerrillos;13102;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;50,639;declaración;Pretratamiento de plásticos;45;null;35;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;5461523;RECUPAC SUCURSAL PINTANA;RECUPAC S.A.;La Pintana;13112;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;95,618;declaración;Pretratamiento de plásticos;45;null;35;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;null;null;null;null;;null;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;3,167;declaración;Reciclaje de metales;20;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 36 | Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;null;Destinatario Final;JUAN LUIS TRONCOSO FUENTES;La Florida;13110;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;43,242;declaración;Reciclaje de metales;20;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales;Metales;null;Destinatario Final;JUAN LUIS TRONCOSO FUENTES;La Florida;13110;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;71,372;declaración;Reciclaje de metales;20;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;Residuos de la extracción de minerales metálicos;null;Destinatario Final;JUAN LUIS TRONCOSO FUENTES;La Florida;13110;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;18,197;declaración;Reciclaje de papel, cartón y productos de papel;16;null;8;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 05 | Envases compuestos;Lodos del tratamiento in situ de efluentes;5461522;RECUPAC SUCURSAL CERRILLOS;RECUPAC S.A.;Cerrillos;13102;Metropolitana de Santiago;
2022;Generador Municipal;5463019;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;69072100-7;Actividades de la administración pública en general;-33,59291851;-70,57950252;13201;Puente Alto;Puente Alto;Metropolitana de Santiago;Otras actividades;2;455,122;declaración;Reciclaje de papel, cartón y productos de papel;16;null;8;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;Residuos de la extracción de minerales metálicos;5459117;SOREPA CARLOS VALDOVINOS;SOC RECUPERADORA DE PAPEL SPA;San Joaquín;13129;Metropolitana de Santiago;
