año;rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;cantidad_toneladas;tratamiento_nivel_3;tratamiento_nivel_1;tipo_declaracion;capitulo_ler;subcapitulo_ler;nombre_ler;ler_codigo;id_vu_trazabilidad;nombre_establecimiento_trazabilidad;razon_social_trazabilidad;comuna_trazabilidad;id_comuna_trazabilidad;region_trazabilidad
2021;Generador Municipal;3022588;ILUSTRE MUNICIPALIDAD DE TALCA;I MUNICIPALIDAD DE TALCA;69110400-1;Actividades de la administración pública en general;Actividades de la administración pública en general;-35.42591381;-71,66543284;7101;Talca;Talca;Maule;Otras actividades;123572,05;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;6054,0;RELLENO SANITARIO EL RETAMO;RELLENOS SANITARIOS DEL MAULE S A;Talca;7101,0;Maule
2021;Generador Municipal;4587532;ILUSTRE MUNICIPALIDAD DE OSORNO;I MUNICIPALIDAD DE OSORNO;69210100-6;Actividades de la administración pública en general;Actividades de la administración pública en general;-40.57450709;-73,13581543;10301;Osorno;Osorno;Los Lagos;Otras actividades;120514,333;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5463828,0;VERTEDERO CURACO OSORNO;I MUNICIPALIDAD DE OSORNO;Osorno;10301,0;Los Lagos
2021;Generador Municipal;4054478;ILUSTRE MUNICIPALIDAD DE RANCAGUA;I MUNICIPALIDAD DE RANCAGUA;69080100-0;Actividades de la administración pública en general;Actividades de la administración pública en general;-34.17043639;-70,74135855;6101;Rancagua;Cachapoal;Libertador Gral. Bernardo O'Higgins;Otras actividades;119125,98;Disposición final;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5457604,0;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA;Requínoa;6116,0;Libertador Gral. Bernardo O'Higgins
2021;Generador Municipal;4053497;ILUSTRE MUNICIPALIDAD DE LAS CONDES;I MUNICIPALIDAD DE LAS CONDES;69070400-5;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.41616322;-70,59474808;13114;Las Condes;Santiago;Metropolitana de Santiago;Otras actividades;117795,63;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;;;;;
2021;Generador Municipal;879934;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;69040300-5;Actividades de la administración pública en general;Actividades de la administración pública en general;-29.95900321;-71,33892271;4102;Coquimbo;Elqui;Coquimbo;Otras actividades;116367,428;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5473631,0;RELLENO SANITARIO EL PANUL;INVERSIONES PANUL LIMITADA;Coquimbo;4102,0;Coquimbo
2021;Generador Municipal;1963655;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;I MUNICIPALIDAD DE TALCAHUANO;69150800-5;Actividades de la administración pública en general;Actividades de la administración pública en general;-36.71480336;-73,11289469;8110;Talcahuano;Concepción;Biobío;Otras actividades;109759,5471;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;33161,0;PLANTA COPIULEMU;HIDRONOR CHILE S.A;Florida;8104,0;Biobío
2021;Generador Municipal;4053495;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;I MUNICIPALIDAD DE CONCHALI;69070200-2;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.39627046;-70,67134319;13104;Conchalí;Santiago;Metropolitana de Santiago;Otras actividades;103279,4;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;879933;ILUSTRE MUNICIPALIDAD DE LA SERENA;ILUSTRE MUNICIPALIDAD DE LA SERENA;69040100-2;Actividades de la administración pública en general;Actividades de la administración pública en general;-29.90211211;-71,25059803;4101;La Serena;Elqui;Coquimbo;Otras actividades;102768,891;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5473631,0;RELLENO SANITARIO EL PANUL;INVERSIONES PANUL LIMITADA;Coquimbo;4102,0;Coquimbo
2021;Generador Municipal;4587633;ILUSTRE MUNICIPALIDAD DE CONCEPCIÓN;I MUNICIPALIDAD DE CONCEPCION;69150400-K;Actividades de la administración pública en general;Actividades de la administración pública en general;-36.82832797;-73,05151529;8101;Concepción;Concepción;Biobío;Otras actividades;101812,46;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;4589480,0;CEMARC SA;CENTRO DE MANEJO DE RESIDUOS CONCEPCION SOCIEDAD ANONIMA;Concepción;8101,0;Biobío
2021;Generador Municipal;4085307;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;69254000-K;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.47191601;-70,56278676;13122;Peñalolén;Santiago;Metropolitana de Santiago;Otras actividades;101046,2;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;78709,0;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;13119,0;Metropolitana de Santiago
2021;Generador Municipal;911618;ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS;I MUNICIPALIDAD DE PUNTA ARENAS;69250200-0;Actividades de la administración pública en general;Actividades de la administración pública en general;-53.16305192;-70,90852261;12101;Punta Arenas;Magallanes;Magallanes y de la Antártica Chilena;Otras actividades;95806,035;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;911618,0;ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS;I MUNICIPALIDAD DE PUNTA ARENAS;Punta Arenas;12101,0;Magallanes y de la Antártica Chilena
2021;Generador Municipal;4053446;ILUSTRE MUNICIPALIDAD DE PUDAHUEL;ILUSTRE MUNICIPALIDAD DE PUDAHUEL;69071100-1;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.44211514;-70,76406429;13124;Pudahuel;Santiago;Metropolitana de Santiago;Otras actividades;92545,7;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;8356;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE;69255300-4;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.55575997;-70,66575989;13105;El Bosque;Santiago;Metropolitana de Santiago;Otras actividades;90581,0;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;4053447;ILUSTRE MUNICIPALIDAD DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;69071200-8;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.40527419;-70,70291266;13128;Renca;Santiago;Metropolitana de Santiago;Otras actividades;87488,36;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;3921963,0;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;13125,0;Metropolitana de Santiago
2021;Generador Municipal;431431;ILUSTRE MUNICIPALIDAD DE RECOLETA;I MUNICIPALIDAD DE RECOLETA;69254800-0;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.40158262;-70,6436402;13127;Recoleta;Santiago;Metropolitana de Santiago;Otras actividades;85254,41;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;4053448;ILUSTRE MUNICIPALIDAD DE QUILICURA;I MUNICIPALIDAD DE QUILICURA;69071300-4;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.36872878;-70,73119776;13125;Quilicura;Santiago;Metropolitana de Santiago;Otras actividades;85142,41;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;3921963,0;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;13125,0;Metropolitana de Santiago
2021;Generador Municipal;4587735;ILUSTRE MUNICIPALIDAD DE CHILLÁN;I MUNICIPALIDAD DE CHILLAN;69140900-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-36.60594636;-72,10389279;16101;Chillán;Diguillín;Ñuble;Otras actividades;80198,82;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;;;;;;
2021;Generador Municipal;4085306;ILUSTRE MUNICIPALIDAD DE LA PINTANA;I MUNICIPALIDAD DE LA PINTANA;69253800-5;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.58505499;-70,63022728;13112;La Pintana;Santiago;Metropolitana de Santiago;Otras actividades;76223,59;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;3023079;ILUSTRE MUNICIPALIDAD DE CURICÓ;I MUNICIPALIDAD DE CURICO;69100100-8;Actividades de la administración pública en general;Actividades de la administración pública en general;-34.98597112;-71,23873401;7301;Curicó;Curicó;Maule;Otras actividades;72883,35;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;245025,0;RELLENO SANITARIO PARQUE EL GUANACO;RELLENOS SANITARIOS DEL MAULE S A;Teno;7308,0;Maule
2021;Generador Municipal;4085309;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;I MUNICIPALIDAD ESTACION CENTRAL;69254300-9;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.45415464;-70,68959133;13106;Estación Central;Santiago;Metropolitana de Santiago;Otras actividades;71029,941;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;78709,0;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;13119,0;Metropolitana de Santiago
2021;Generador Municipal;880197;ILUSTRE MUNICIPALIDAD DE COPIAPÓ;I MUNICIPALIDAD DE COPIAPO;69030200-4;Actividades de la administración pública en general;Actividades de la administración pública en general;-27.36167244;-70,32850073;3101;Copiapó;Copiapó;Atacama;Otras actividades;70837,07;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5484304,0;RELLENO SANITARIO EL CHULO;I MUNICIPALIDAD DE COPIAPO;Copiapó;3101,0;Atacama
2021;Generador Municipal;4053498;ILUSTRE MUNICIPALIDAD DE ÑUÑOA;I MUNICIPALIDAD DE NUNOA;69070500-1;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.45523248;-70,59391382;13120;Ñuñoa;Santiago;Metropolitana de Santiago;Otras actividades;70810,94;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;3921963,0;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;13125,0;Metropolitana de Santiago
2021;Generador Municipal;4053445;ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL;ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL;69071000-5;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.42276955;-70,69434948;13126;Quinta Normal;Santiago;Metropolitana de Santiago;Otras actividades;69683,0;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;3921963,0;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;13125,0;Metropolitana de Santiago
2021;Generador Municipal;4585273;MUNICIPALIDAD DE PROVIDENCIA;I MUNICIPALIDAD DE PROVIDENCIA;69070300-9;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.43201876;-70,60931115;13123;Providencia;Santiago;Metropolitana de Santiago;Otras actividades;63927,49;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;325223;ILUSTRE MUNICIPALIDAD DE BUIN;ILUSTRE MUNICIPALIDAD DE BUIN;69072500-2;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.7317616;-70,74169329;13402;Buin;Maipo;Metropolitana de Santiago;Otras actividades;62661,95;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;4055178;ILUSTRE MUNICIPALIDAD DE MELIPILLA;I MUNICIPALIDAD DE MELIPILLA;69072900-8;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.6858259;-71,21663668;13501;Melipilla;Melipilla;Metropolitana de Santiago;Otras actividades;61858,56;Vertedero;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5473212,0;VERTEDERO POPETA;I MUNICIPALIDAD DE MELIPILLA;Melipilla;13501,0;Metropolitana de Santiago
2021;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;69254200-2;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.43496408;-70,72883366;13103;Cerro Navia;Santiago;Metropolitana de Santiago;Otras actividades;61522,42;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
2021;Generador Municipal;4053444;ILUSTRE MUNICIPALIDAD DE MAIPÚ;I MUNICIPALIDAD DE MAIPU;69070900-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.51069283;-70,76055684;13119;Maipú;Santiago;Metropolitana de Santiago;Otras actividades;60896,32;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);20 03 07;78709,0;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;13119,0;Metropolitana de Santiago
2021;Generador Municipal;253481;ILUSTRE MUNICIPALIDAD DE LO ESPEJO;I MUNICIPALIDAD DE LO ESPEJO;69255100-1;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.53351653;-70,69403057;13116;Lo Espejo;Santiago;Metropolitana de Santiago;Otras actividades;59679,59;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;1136893;ILUSTRE MUNICIPALIDAD DE ALTO HOSPICIO;MUNICIPALIDAD DE ALTO HOSPICIO;69265100-6;Actividades de la administración pública en general;Actividades de la administración pública en general;-20.26463746;-70,10502053;1107;Alto Hospicio;Iquique;Tarapacá;Otras actividades;59500,0;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;5464263,0;VERTEDERO EL BORO;ILUSTRE MUNICIPALIDAD DE IQUIQUE;Alto Hospicio;1107,0;Tarapacá
2021;Generador Municipal;4085312;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;I MUNICIPALIDAD SAN JOAQUIN;69254600-8;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.47917671;-70,64153152;13129;San Joaquín;Santiago;Metropolitana de Santiago;Otras actividades;58835,0;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;97614,0;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;13601,0;Metropolitana de Santiago
2021;Generador Municipal;325222;ILUSTRE MUNICIPALIDAD DE COLINA;ILUSTRE MUNICIPALIDAD DE COLINA;69071500-7;Actividades de la administración pública en general;Actividades de la administración pública en general;-33.20507242;-70,68396301;13301;Colina;Chacabuco;Metropolitana de Santiago;Otras actividades;58518,44;Relleno sanitario;;Declaración;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;20 03 01;7803,0;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;13303,0;Metropolitana de Santiago
