Año;Rol Declarante;Código VU establecimiento;Nombre establecimiento;Razon Social;CIIU4;CIIU6;Huso;UTMN;UTME;Region;Comuna;Cantidad Toneladas;Estimación/Declaración;Tratamiento;Capitulo LER;Numero Capitulo LER;Subcapitulo LER;Numero Subcapitulo LER;ler;Numero LER;retc_code_trazabilidad;nombre trazabilidad;razon social trazabilidad;comuna trazabilidad;region trazabilidad
2020;Generador Municipal;879933;ILUSTRE MUNICIPALIDAD DE LA SERENA;ILUSTRE MUNICIPALIDAD DE LA SERENA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,89933;-28,82694;Coquimbo;La Serena;997,836;Declaración;Preparación para reutilización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5453475;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA;Maipú;Metropolitana de Santiago
2020;Generador Municipal;879933;ILUSTRE MUNICIPALIDAD DE LA SERENA;ILUSTRE MUNICIPALIDAD DE LA SERENA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,89933;-28,82694;Coquimbo;La Serena;292,276;Declaración;Reciclaje de vidrio;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2020;Generador Municipal;879933;ILUSTRE MUNICIPALIDAD DE LA SERENA;ILUSTRE MUNICIPALIDAD DE LA SERENA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,89933;-28,82694;Coquimbo;La Serena;92401,797;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5473631;RELLENO SANITARIO EL PANUL;INVERSIONES PANUL LIMITADA;Coquimbo;Coquimbo
2020;Generador Municipal;879934;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-66,83456;-27,74292;Coquimbo;Coquimbo;109076;Declaración;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5473631;RELLENO SANITARIO EL PANUL;INVERSIONES PANUL LIMITADA;Coquimbo;Coquimbo
2020;Generador Municipal;879934;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-66,83456;-27,74292;Coquimbo;Coquimbo;0,489;Declaración;Pretratamiento de Metales;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;5469771;NORTE VERDE;RECUPERADORA DE EXCEDENTES INDUSTRIALES NORTE VERDE SPA;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;879934;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-66,83456;-27,74292;Coquimbo;Coquimbo;14,082;Declaración;Reciclaje de papel, cartón y productos de papel;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5462051;SOREPA COQUIMBO;SOC RECUPERADORA DE PAPEL SPA;Coquimbo;Coquimbo
2020;Generador Municipal;879934;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-66,83456;-27,74292;Coquimbo;Coquimbo;5,803;Declaración;Reciclaje de plásticos;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5468895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2020;Generador Municipal;879934;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-66,83456;-27,74292;Coquimbo;Coquimbo;1026,58;Declaración;Reciclaje de vidrio;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
2020;Generador Municipal;879934;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-66,83456;-27,74292;Coquimbo;Coquimbo;56;Declaración;Reciclaje de vidrio;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2020;Generador Municipal;5441431;ILUSTRE MUNICIPALIDAD DE ANDACOLLO;I MUNICIPALIDAD DE ANDACOLLO;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,50999;-30,00833;Coquimbo;Andacollo;22,26;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5473631;RELLENO SANITARIO EL PANUL;INVERSIONES PANUL LIMITADA;Coquimbo;Coquimbo
2020;Generador Municipal;597787;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-67,33275;-28,86749;Coquimbo;La Higuera;11776,64;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5473631;RELLENO SANITARIO EL PANUL;INVERSIONES PANUL LIMITADA;Coquimbo;Coquimbo
2020;Generador Municipal;597787;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-67,33275;-28,86749;Coquimbo;La Higuera;26,839;Declaración;Pretratamiento de papel, cartón y productos de papel;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;3;03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;8;5462038;SOREPA TEMUCO;SOC RECUPERADORA DE PAPEL SPA;Temuco;La Araucanía
2020;Generador Municipal;597787;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-67,33275;-28,86749;Coquimbo;La Higuera;52,352;Declaración;Pretratamiento de papel, cartón y productos de papel;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 01 | Envases de papel y cartón;1;5462038;SOREPA TEMUCO;SOC RECUPERADORA DE PAPEL SPA;Temuco;La Araucanía
2020;Generador Municipal;597787;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-67,33275;-28,86749;Coquimbo;La Higuera;4,08;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;4587637;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA;Valdivia;Los Ríos
2020;Generador Municipal;597787;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;19;-67,33275;-28,86749;Coquimbo;La Higuera;426,32;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5461913;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA;Mulchén;Biobío
2020;Generador Municipal;3741347;ILUSTRE MUNICIPALIDAD DE PAIHUANO;I MUNICIPALIDAD PAIHUANO;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;19;-66,76994;-35,53767;Coquimbo;Paiguano;3100;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;null;Destinatario Final;SERVICIOS INDUSTRIALES Y RECICLADORA BIO BIO SOCIEDAD ANONIMA;Talcahuano;Biobío
2020;Generador Municipal;3741347;ILUSTRE MUNICIPALIDAD DE PAIHUANO;I MUNICIPALIDAD PAIHUANO;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;19;-66,76994;-35,53767;Coquimbo;Paiguano;10,5;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
2020;Generador Municipal;879725;ILUSTRE MUNICIPALIDAD DE VICUÑA;ILUSTRE MUNICIPALIDAD DE VICUÑA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,76243;-33,34777;Coquimbo;Vicuña;233,672;Declaración;Reciclaje de vidrio;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5453475;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA;Maipú;Metropolitana de Santiago
2020;Generador Municipal;879725;ILUSTRE MUNICIPALIDAD DE VICUÑA;ILUSTRE MUNICIPALIDAD DE VICUÑA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,76243;-33,34777;Coquimbo;Vicuña;17788,2;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5467323;HILTON BARAHONA Y CIA LIMITADA;HILTON BARAHONA Y COMPANIA LIMITADA;Vicuña;Coquimbo
2020;Generador Municipal;879725;ILUSTRE MUNICIPALIDAD DE VICUÑA;ILUSTRE MUNICIPALIDAD DE VICUÑA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,76243;-33,34777;Coquimbo;Vicuña;8,1147;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5472004;ECO 360 E.I.R.L.;GESTION DE RESIDUOS Y RECURSOS ESPECIALES PARA RECICLAJE RAIMUNDO CRUZ;Coquimbo;Coquimbo
2020;Generador Municipal;879725;ILUSTRE MUNICIPALIDAD DE VICUÑA;ILUSTRE MUNICIPALIDAD DE VICUÑA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,76243;-33,34777;Coquimbo;Vicuña;95;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;null;null;null;null;null
2020;Generador Municipal;879725;ILUSTRE MUNICIPALIDAD DE VICUÑA;ILUSTRE MUNICIPALIDAD DE VICUÑA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-66,76243;-33,34777;Coquimbo;Vicuña;4,652;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5472004;ECO 360 E.I.R.L.;GESTION DE RESIDUOS Y RECURSOS ESPECIALES PARA RECICLAJE RAIMUNDO CRUZ;Coquimbo;Coquimbo
